"","...1","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Elevation_sc","Time_sc","Time"
"6646",6646,"OZOMTRI","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6647",6647,"PACKCAN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6648",6648,"PARNFIM","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,0.200000003,-0.37722207157184,-2.32516067790263,"historical"
"6649",6649,"PAXIMYR","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6650",6650,"PECTBRE","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6651",6651,"PECTPEN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6652",6652,"PECTPET","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6653",6653,"PEDIBRA","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6654",6654,"PEDILAB","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6655",6655,"PEDIRAC","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6656",6656,"PENSDAV","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6657",6657,"PENSFRU","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6658",6658,"PENSPRO","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6659",6659,"PENSSER","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6660",6660,"PETAFRI","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6661",6661,"PHLODIF","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6662",6662,"PHYLEMP","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6663",6663,"PHYLGLA","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6664",6664,"PICEENG","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,80.200000048,-0.37722207157184,-2.32516067790263,"historical"
"6665",6665,"PINUALB","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6666",6666,"PINUCON","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6667",6667,"PINUMON","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6668",6668,"PINURAD","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6669",6669,"PLATDIL","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6670",6670,"PLATSTR","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,0.5,-0.37722207157184,-2.32516067790263,"historical"
"6671",6671,"POLEPUL","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6672",6672,"POLYLOC","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6673",6673,"POLYLON","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6674",6674,"POLYMIN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6675",6675,"POPUBAL","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6676",6676,"POPUTRE","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6677",6677,"POPUTRI","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6678",6678,"POTEFLA","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6679",6679,"POTEGLU","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6680",6680,"POTEUNI","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6681",6681,"POTEUNIF",NA,"BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6682",6682,"PROSHOO","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6683",6683,"PROSTRA","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6684",6684,"PSEUMEN","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6685",6685,"PULSOCC","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6686",6686,"PYROASA","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6687",6687,"PYROCHL","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6688",6688,"PYRODEN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6689",6689,"PYROELL","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6690",6690,"PYROMIN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,0.5,-0.37722207157184,-2.32516067790263,"historical"
"6691",6691,"PYROPIC","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6692",6692,"RANUESC","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6693",6693,"RANUUNC","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6694",6694,"RHODALB","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6695",6695,"RHODINT","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6696",6696,"RHODMAC","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6697",6697,"RIBEACE","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6698",6698,"RIBELAC","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,4,-0.37722207157184,-2.32516067790263,"historical"
"6699",6699,"RIBEVIS","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6700",6700,"ROSAACI","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6701",6701,"ROSAGYM","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6702",6702,"ROSANUT","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6703",6703,"RUBULAS","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6704",6704,"RUBUPAR","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6705",6705,"RUBUPED","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,15,-0.37722207157184,-2.32516067790263,"historical"
"6706",6706,"RUBUSPE","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6707",6707,"RUBUURS","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6708",6708,"SALICAS","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6709",6709,"SALIDIS","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6710",6710,"SALINIV","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6711",6711,"SALISCO","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6712",6712,"SAMBRAC","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6713",6713,"SAXIAUS","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6714",6714,"SEDUDIV","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6715",6715,"SEDULAN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6716",6716,"SELADEN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6717",6717,"SELASCO","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6718",6718,"SENEINT","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6719",6719,"SENETRI","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,0.200000003,-0.37722207157184,-2.32516067790263,"historical"
"6720",6720,"SHEPCAN","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6721",6721,"SIBBPRO","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6722",6722,"SILEACA","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6723",6723,"SILEINV","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6724",6724,"SILEMEN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6725",6725,"SILEPAR","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6726",6726,"SOLIMUL","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6727",6727,"SORBSCO","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6728",6728,"SORBSIT","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6729",6729,"SPIRLUC","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6730",6730,"STELCRI","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6731",6731,"STELLON","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6732",6732,"STREAMP","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,0.200000003,-0.37722207157184,-2.32516067790263,"historical"
"6733",6733,"STRELAN","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6734",6734,"SYMPALB","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6735",6735,"SYMPFOL","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6736",6736,"TARAOFF","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6737",6737,"TAXUBRE","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6738",6738,"THALOCC","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6739",6739,"THUJPLI","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6740",6740,"TIARTRI","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,4,-0.37722207157184,-2.32516067790263,"historical"
"6741",6741,"TONELYA","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6742",6742,"TRIFHYB","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6743",6743,"TROLALB","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6744",6744,"TSUGHET","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6745",6745,"TSUGMER","tree","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6746",6746,"VACCALA","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6747",6747,"VACCCAE","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6748",6748,"VACCDEL","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6749",6749,"VACCMEM","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,2,-0.37722207157184,-2.32516067790263,"historical"
"6750",6750,"VACCOVL","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,0.200000003,-0.37722207157184,-2.32516067790263,"historical"
"6751",6751,"VACCPAR","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6752",6752,"VACCSCO","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,4,-0.37722207157184,-2.32516067790263,"historical"
"6753",6753,"VALESIT","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,27,-0.37722207157184,-2.32516067790263,"historical"
"6754",6754,"VERAVIR","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6755",6755,"VEROCUS","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6756",6756,"VEROWOR","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6757",6757,"VIBUEDU","shrub","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6758",6758,"VIOLGLA","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,4,-0.37722207157184,-2.32516067790263,"historical"
"6759",6759,"VIOLORB","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,1,0.5,-0.37722207157184,-2.32516067790263,"historical"
"6760",6760,"VIOLSEM","herb","BEC-Vancouver","MP 295","BEC-Vancouver",1976,0,"Med-High",49.11931991,-120.8755035,1353,0,0,-0.37722207157184,-2.32516067790263,"historical"
"6761",6761,"ABIEAMA","tree","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6762",6762,"ABIEGRA","tree","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6763",6763,"ABIELAS","tree","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,1,28,-0.315695496673097,-2.32516067790263,"historical"
"6764",6764,"ACERCIR","tree","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6765",6765,"ACERGLA","shrub","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6766",6766,"ACHIMIL","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6767",6767,"ACONCOL","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6768",6768,"ACONDEL","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6769",6769,"ACTARUB","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6770",6770,"ADENBIC","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6771",6771,"AGOSAUR","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6772",6772,"AGOSGLA","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6773",6773,"ALNUALN","tree","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6774",6774,"ALNUCRI","shrub","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6775",6775,"ALNUINC","tree","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6776",6776,"ALNURUB","tree","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6777",6777,"AMELALN","shrub","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,1,0.200000003,-0.315695496673097,-2.32516067790263,"historical"
"6778",6778,"ANAPMAR","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6779",6779,"ANEMGRA","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6780",6780,"ANGEARG","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6781",6781,"ANGEGEN","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6782",6782,"ANTEALP","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6783",6783,"ANTELAN","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6784",6784,"ANTENEG","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6785",6785,"ANTERAC","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6786",6786,"ANTEROS","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
"6787",6787,"ANTEUMB","herb","BEC-Vancouver","MP 296","BEC-Vancouver",1976,0,"Med-High",49.12162017,-120.8731003,1381,0,0,-0.315695496673097,-2.32516067790263,"historical"
