"","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Elevation_sc","Time_sc"
"1844","THUJPLI","tree","Skagit Rhodo. Comm.","SK93734","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19803638,-120.9928605,869,1,9.100000001,-1.4405922844903,-1.24149986433369
"1845","TIARTRI","herb","Skagit Rhodo. Comm.","SK93734","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19803638,-120.9928605,869,0,0,-1.4405922844903,-1.24149986433369
"1846","TSUGHET","tree","Skagit Rhodo. Comm.","SK93734","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19803638,-120.9928605,869,1,98,-1.4405922844903,-1.24149986433369
"1847","VACCMEM","shrub","Skagit Rhodo. Comm.","SK93734","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19803638,-120.9928605,869,1,3,-1.4405922844903,-1.24149986433369
"1848","VACCSCO","shrub","Skagit Rhodo. Comm.","SK93734","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19803638,-120.9928605,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1849","VALESIT","herb","Skagit Rhodo. Comm.","SK93734","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19803638,-120.9928605,869,0,0,-1.4405922844903,-1.24149986433369
"1850","VERAVIR","herb","Skagit Rhodo. Comm.","SK93734","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19803638,-120.9928605,869,0,0,-1.4405922844903,-1.24149986433369
"1851","ABIEAMA","tree","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1852","ABIELAS","tree","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,4.200000003,-1.4405922844903,-1.24149986433369
"1853","AMELALN","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1854","ARNILAT","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1855","CHAMANG","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1856","CHIMUMB","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1857","CLINUNI","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,1,-1.4405922844903,-1.24149986433369
"1858","CORNCAN","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1859","FRAGVIR","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1860","GOODOBL","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1861","HERAMAX","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1862","LINNBOR","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,2,-1.4405922844903,-1.24149986433369
"1863","LONIUTA","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1864","LUPIARC","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1865","ORTHSEC","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1866","PAXIMYR","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,10,-1.4405922844903,-1.24149986433369
"1867","PHLODIF","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1868","PICEENG","tree","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,1,-1.4405922844903,-1.24149986433369
"1869","PINUCON","tree","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1870","PSEUMEN","tree","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,25,-1.4405922844903,-1.24149986433369
"1871","PYROASA","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1872","RHODALB","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1873","RIBEACE","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1874","RIBELAC","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1875","RUBUPAR","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1876","RUBUPED","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1877","SORBSCO","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1878","SORBSIT","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1879","SPIRLUC","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1880","THALOCC","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1881","THUJPLI","tree","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,9.100000001,-1.4405922844903,-1.24149986433369
"1882","TIARTRI","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1883","TSUGHET","tree","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,62,-1.4405922844903,-1.24149986433369
"1884","VACCMEM","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,1,-1.4405922844903,-1.24149986433369
"1885","VACCSCO","shrub","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,1,0.100000001,-1.4405922844903,-1.24149986433369
"1886","VALESIT","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1887","VERAVIR","herb","Skagit Rhodo. Comm.","SK93735","J. Bryce, C. Cadrin, J. Desros",1993,17,"Med-High",49.19748268,-120.9920592,869,0,0,-1.4405922844903,-1.24149986433369
"1888","ABIEAMA","tree","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,0.100000001,-1.54166039155086,-1.24149986433369
"1889","ABIELAS","tree","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,10,-1.54166039155086,-1.24149986433369
"1890","AMELALN","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1891","ARNILAT","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1892","CHAMANG","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1893","CHIMUMB","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,2,-1.54166039155086,-1.24149986433369
"1894","CLINUNI","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,1,-1.54166039155086,-1.24149986433369
"1895","CORNCAN","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,0.100000001,-1.54166039155086,-1.24149986433369
"1896","FRAGVIR","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1897","GOODOBL","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1898","HERAMAX","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1899","LINNBOR","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,6,-1.54166039155086,-1.24149986433369
"1900","LONIUTA","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1901","LUPIARC","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1902","ORTHSEC","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,0.100000001,-1.54166039155086,-1.24149986433369
"1903","PAXIMYR","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,10,-1.54166039155086,-1.24149986433369
"1904","PHLODIF","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1905","PICEENG","tree","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,4,-1.54166039155086,-1.24149986433369
"1906","PINUCON","tree","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1907","PSEUMEN","tree","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,15.199999906,-1.54166039155086,-1.24149986433369
"1908","PYROASA","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,0.5,-1.54166039155086,-1.24149986433369
"1909","RHODALB","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1910","RIBEACE","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1911","RIBELAC","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1912","RUBUPAR","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,0.100000001,-1.54166039155086,-1.24149986433369
"1913","RUBUPED","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1914","SORBSCO","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1915","SORBSIT","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1916","SPIRLUC","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,0.100000001,-1.54166039155086,-1.24149986433369
"1917","THALOCC","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1918","THUJPLI","tree","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,6.099999905,-1.54166039155086,-1.24149986433369
"1919","TIARTRI","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1920","TSUGHET","tree","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,56.100000001,-1.54166039155086,-1.24149986433369
"1921","VACCMEM","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,1,2,-1.54166039155086,-1.24149986433369
"1922","VACCSCO","shrub","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1923","VALESIT","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1924","VERAVIR","herb","Skagit Rhodo. Comm.","SK93736","J. Bryce, C. Cadrin, J. Desros",1993,17,"High",49.20192025,-120.9885846,823,0,0,-1.54166039155086,-1.24149986433369
"1925","ABIEAMA","tree","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,93.75,-0.143272823317718,0.797844434038728
"1926","ABIELAS","tree","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,2,-0.143272823317718,0.797844434038728
"1927","AMELALN","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1928","ARNILAT","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.075,-0.143272823317718,0.797844434038728
"1929","CHAMANG","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1930","CHIMUMB","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.25,-0.143272823317718,0.797844434038728
"1931","CLINUNI","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1932","CORNCAN","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,1.025,-0.143272823317718,0.797844434038728
"1933","FRAGVIR","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1934","GOODOBL","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1935","HERAMAX","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1936","LINNBOR","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1937","LONIUTA","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.375,-0.143272823317718,0.797844434038728
"1938","LUPIARC","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1939","ORTHSEC","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1940","PAXIMYR","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.2,-0.143272823317718,0.797844434038728
"1941","PHLODIF","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1942","PICEENG","tree","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,6.625,-0.143272823317718,0.797844434038728
"1943","PINUCON","tree","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1944","PSEUMEN","tree","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1945","PYROASA","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1946","RHODALB","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,1.25,-0.143272823317718,0.797844434038728
"1947","RIBEACE","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.05,-0.143272823317718,0.797844434038728
"1948","RIBELAC","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.225,-0.143272823317718,0.797844434038728
"1949","RUBUPAR","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1950","RUBUPED","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.95,-0.143272823317718,0.797844434038728
"1951","SORBSCO","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1952","SORBSIT","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.1,-0.143272823317718,0.797844434038728
"1953","SPIRLUC","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1954","THALOCC","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1955","THUJPLI","tree","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1956","TIARTRI","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.175,-0.143272823317718,0.797844434038728
"1957","TSUGHET","tree","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,15.25,-0.143272823317718,0.797844434038728
"1958","VACCMEM","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.8,-0.143272823317718,0.797844434038728
"1959","VACCSCO","shrub","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1960","VALESIT","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,1,0.375,-0.143272823317718,0.797844434038728
"1961","VERAVIR","herb","Manning Park Project 2025","00NCe73","CML RNW",2025,49,"Med-High",49.12277997,-120.820074,1459.460205,0,0,-0.143272823317718,0.797844434038728
"1962","ABIEAMA","tree","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1963","ABIELAS","tree","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,47,0.300199597498895,0.797844434038728
"1964","AMELALN","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1965","ARNILAT","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,3.5,0.300199597498895,0.797844434038728
"1966","CHAMANG","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,0.5,0.300199597498895,0.797844434038728
"1967","CHIMUMB","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1968","CLINUNI","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,3.25,0.300199597498895,0.797844434038728
"1969","CORNCAN","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1970","FRAGVIR","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,0.25,0.300199597498895,0.797844434038728
"1971","GOODOBL","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,0.075,0.300199597498895,0.797844434038728
"1972","HERAMAX","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1973","LINNBOR","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1974","LONIUTA","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,0.8,0.300199597498895,0.797844434038728
"1975","LUPIARC","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,1.25,0.300199597498895,0.797844434038728
"1976","ORTHSEC","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,0.075,0.300199597498895,0.797844434038728
"1977","PAXIMYR","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,8,0.300199597498895,0.797844434038728
"1978","PHLODIF","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1979","PICEENG","tree","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,5.5,0.300199597498895,0.797844434038728
"1980","PINUCON","tree","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,0.25,0.300199597498895,0.797844434038728
"1981","PSEUMEN","tree","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1982","PYROASA","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1983","RHODALB","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,0.275,0.300199597498895,0.797844434038728
"1984","RIBEACE","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
"1985","RIBELAC","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,2.5,0.300199597498895,0.797844434038728
"1986","RUBUPAR","shrub","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,1,19.75,0.300199597498895,0.797844434038728
"1987","RUBUPED","herb","Manning Park Project 2025","00NCe74","CML RNW",2025,49,"Med-High",49.12966101,-120.816088,1661.301636,0,0,0.300199597498895,0.797844434038728
