"","...1","PlotNumber","ProjectID","Date","SiteSurveyor","PlotRepresenting","Location","Ecosection","Longitude","Latitude","LocationAccuracy","Elevation","SlopeGradient","Aspect","MesoSlopePosition","SurfaceShape","SiteNotes","SoilNotes","VegSurveyor","StrataCoverTree","StrataCoverShrub","StrataCoverHerb","StrataCoverMoss","VegNotes","SpeciesListComplete","Species","Latin_name","Functional_group","Cover A1","Cover A2","Cover A3","TotalA","Cover B1","Cover B2","TotalB","Cover C","Cover D","Cover E","Cover F"
"636",752,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"GYMNDRY","Gymnocarpium dryopteris","herb",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"637",753,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"POGOCON","Pogonatum contortum","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"638",754,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"PINUCON","Pinus contorta","tree",NA,0.5,4,4.5,NA,NA,NA,NA,NA,NA,NA
"639",755,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"BRACHYTHECIUM SP.","Brachythecium sp.","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"640",756,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"CYSTFRA","Cystopteris fragilis","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"641",757,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"POHLNUT","Pohlia nutans","moss",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"642",758,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"STELCRI","Stellaria crispa","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"643",759,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"EQUIPRA","Equisetum pratense","herb",NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA
"644",760,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"DICRFUS","Dicranum fuscescens","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"645",761,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"SALISCO","Salix scouleriana","tree",NA,NA,NA,NA,15,NA,15,NA,NA,NA,NA
"646",762,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"TIARTRI","Tiarella trifoliata","herb",NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA,NA
"647",763,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"PECTPET","Pectiantia pentandra","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"648",764,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"CORNSER","Cornus sericea","shrub",NA,NA,NA,NA,2,4,6,NA,NA,NA,NA
"649",765,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"STREAMP","Streptopus amplexifolius","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"650",766,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"RIBELAC","Ribes lacustre","shrub",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"651",767,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"EPILCIL","Epilobium ciliatum","herb",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"652",768,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"POLYJUN","Polytrichum juniperinum","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"653",769,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"LONIUTA","Lonicera utahensis","shrub",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"654",770,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"PLAGINS","Plagiomnium insigne","moss",NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
"655",771,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"TSUGHET","Tsuga heterophylla","tree",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"656",772,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"BRACFRI","Brachythecium frigidum","moss",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"657",773,"35379","BEC-Vancouver",1979-08-14,NA,"Se - Alnus sitchensis - Equisetum (arvense?) Gymnocarpium dryopteris","further in stand from plot 2, Hope-Princeton Highway Manning Park nr. Coldstream campground","HOR",-120.8139038,49.08889007,1000,1210,0,999,"LV","ST","Climax Se.  Two blowdown trees on this plot.  This plot is wetter and richer than adjacent one (035179) and this is characterized by greater significance of Equisetum and Gymnocarpium.  The boundaries of the plot are around and opening with only A3 trees and mostly Alnus sitchensis and Cornus stolonifera.  The open condition of this plot may be caused by the wetter conditions giving rise to a dense C layer crowding out regen and in combination with the blowdown.  Se would do well on this plot and light intensity burning could be tolerated.  Pl (dbh- 51, A2 tree) on slightly drier site near plot- good growth for 50 yrs. beyond 100 yrs very slow growth.  Total age 160 yrs.  No soil description was done for this plot as the adjacent plot (035179) was considered to adequately describe soils here.","Soil pit not done.  Humus form: Orthifibrihumimor.","Jean Heineman",11,80,90,60,"This plot represents an opening adjacent to area with soil pit.  The opening appears to be due to the excess moisture in the soil.  A few windfalls are in plot, but have mainly come from edge of plot.  ~5-6/E.",FALSE,"ABIELAS","Abies lasiocarpa","tree",NA,NA,NA,NA,4,2,6,NA,NA,NA,NA
