"","PlotNumber","Date2025","ProjectID","DateOriginal","SiteSurveyor","Latitude","Longitude","Elevation","RelocationConfidence","Species","Functional_group","Cover"
"737","00NCe94",2025-08-06,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.14210998,-120.845448,1412.704102,"Med","MICRODO","herb",0.05
"738","00NCe94",2025-08-06,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.14210998,-120.845448,1412.704102,"Med","HERAMAX","herb",0.25
"739","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","PICEENG","tree",23.25
"740","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","ABIELAS","tree",6.1
"741","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","PAXIMYR","shrub",12.75
"742","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","VACCMEM","shrub",6
"743","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","SORBSCO","shrub",0.375
"744","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","RIBELAC","shrub",0.55
"745","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","VACCSCO","shrub",1.45
"746","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","RHODALB","shrub",2.15
"747","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","LONIUTA","shrub",0.325
"748","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","SPIRLUC","shrub",0.3
"749","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","CLINUNI","herb",2.525
"750","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","PYROASA","herb",1.7
"751","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","ORTHSEC","herb",3.25
"752","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","GOODOBL","herb",0.375
"753","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","RUBUPED","herb",1.6
"754","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","ARNILAT","herb",3
"755","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","VALESIT","herb",2.25
"756","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","TIARTRI","herb",0.775
"757","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","MOEHMAC","herb",0.125
"758","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","STRELAN","herb",0.2
"759","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","CHIMUMB","shrub",0.05
"760","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","CORNCAN","herb",0.925
"761","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","THALOCC","herb",0.1
"762","00NCe95",2025-06-26,"NCBG_ESSFplots",2000-10-06,"jpstamp",49.12581003,-120.83655,1408.897095,"Med-High","ARNICOR","herb",0.2
"763","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","PICEENG","tree",5.5
"764","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","PINUALB","tree",1
"765","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","ABIELAS","tree",8.5
"766","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","PHYLEMP","shrub",10.5
"767","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","VACCSCO","shrub",10
"768","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","VACCDEL","shrub",25
"769","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","VACCCAE","shrub",0.1
"770","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","VACCMEM","shrub",0
"771","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","ANTELAN","herb",2.65
"772","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","LUETPEC","shrub",8.5
"773","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","HIERTRI","herb",0.8
"774","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","EREMCAP","herb",1.15
"775","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","LUPIARC","herb",5
"776","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","ERIGGLA","herb",0
"777","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","POTEFLA","herb",0.15
"778","02-3085",2025-08-14,"BC Parks Manning TEM",2019-10-29,"HAK EAC",49.14058498,-120.763904,2038.597534,"High","PHLODIF","herb",0.05
"779","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","ABIELAS","tree",2
"780","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","PINUALB","tree",1
"781","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","VACCSCO","shrub",7.9
"782","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","CASSMER","shrub",23.5
"783","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","JUNICOM","shrub",0.2
"784","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","PHYLEMP","shrub",3
"785","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","VACCDEL","shrub",0.15
"786","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","LUETPEC","shrub",27
"787","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","ANTELAN","herb",14
"788","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","HIERTRI","herb",6.5
"789","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","EREMCAP","herb",0.5
"790","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","LUPIARC","herb",0.25
"791","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","ARNILAT","herb",1
"792","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","TONELYA","herb",0.05
"793","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","SILEPAR","herb",0
"794","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","PEDIBRA","herb",0.1
"795","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","ERIGAUR","herb",0.1
"796","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","VEROCUS","herb",1.4
"797","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","SAXIAUS","herb",0.1
"798","02-3089",2025-08-13,"BC Parks Manning TEM",2019-08-15,"HAK EAC GH",49.14995,-120.756704,2130.962158,"High","POTEGLU","herb",0.05
"799","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","TSUGHET","tree",69.5
"800","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","THUJPLI","tree",16
"801","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","ABIELAS","tree",0.5
"802","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","TSUGMER","tree",0.75
"803","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","ABIEAMA","tree",0.8
"804","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","PSEUMEN","tree",8.625
"805","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","PICEENG","tree",1.25
"806","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","TAXUBRE","tree",0.125
"807","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","VACCMEM","shrub",6
"808","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","PAXIMYR","shrub",4
"809","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","RHODALB","shrub",1.625
"810","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","GAULOVA","shrub",1.875
"811","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","VACCPAR","shrub",2.175
"812","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","VACCOVL","shrub",0.5
"813","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","MENZFER","shrub",0.75
"814","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","SPIRLUC","shrub",0.075
"815","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","AMELALN","shrub",0.05
"816","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","CLINUNI","herb",1.075
"817","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","CORNCAN","herb",1.3
"818","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","PYROASA","herb",0.7
"819","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","GOODOBL","herb",0.175
"820","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","NEOTCOR","herb",0.05
"821","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","LINNBOR","shrub",1.2
"822","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","CHIMUMB","shrub",0.825
"823","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","NEOTBAN","herb",0.1
"824","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","PYROPIC","herb",0.025
"825","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","ORTHSEC","herb",0.825
"826","12-1929",2025-06-22,"RCOBEC15",2015-06-24,"MWR; SCS; HAK",49.20000798,-120.998333,887.190186,"High","CHIMMEN","shrub",0.025
"827","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ABIELAS","tree",9.5
"828","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","PICEENG","tree",10.5
"829","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","VACCSCO","shrub",0.35
"830","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","VACCDEL","shrub",3.5
"831","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","PHYLEMP","shrub",0.5
"832","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","VERAVIR","herb",13
"833","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","VALESIT","herb",26
"834","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ARNILAT","herb",5
"835","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","PULSOCC","herb",4.5
"836","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ERIGGLA","herb",12.5
"837","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","LUPIARC","herb",3
"838","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","TROLALB","herb",4.5
"839","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ORTHSEC","herb",0
"840","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","GOODOBL","herb",0
"841","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","POTEFLA","herb",2.5
"842","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","EPILGLA","herb",0.3
"843","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","THALOCC","herb",3.5
"844","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","SENETRI","herb",2.75
"845","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","HERAMAX","herb",0
"846","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ANGEARG","herb",0.5
"847","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","PEDIBRA","herb",0.45
"848","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","PEDIBRA","herb",1.3
"849","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","CHAMANG","herb",0.15
"850","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","PARNFIM","herb",0.35
"851","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ARNICOR","herb",0
"852","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ARNIPAR","herb",0.15
"853","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","ERYTGRA","herb",0.25
"854","12-2000",2025-08-14,"BC Parks Manning TEM",2019-08-15,"EAC HAK GH",49.13547403,-120.763807,1956.121094,"High","HIERALB","herb",0.05
"855","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","ABIELAS","tree",0.25
"856","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","POPUTRI","tree",0.4
"857","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","CORNSER","shrub",6
"858","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","RUBUPAR","shrub",9.5
"859","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","RIBELAC","shrub",1
"860","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","LONIINV","shrub",1
"861","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","VIBUEDU","shrub",0.5
"862","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","AMELALN","shrub",0.9
"863","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","ALNUINC","tree",1.5
"864","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","ROSANUT","shrub",2.5
"865","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","SPIRLUC","shrub",0.15
"866","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","VACCCAE","shrub",0.1
"867","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","RUBUSPE","shrub",0.25
"868","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","SORBSCO","shrub",0
"869","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","SYMPALB","shrub",0.15
"870","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","CHAMANG","herb",47.5
"871","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","ACHIMIL","herb",0.25
"872","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","MAIARAC","herb",0.7
"873","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","GALIAPA","herb",0.45
"874","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","LINNBOR","shrub",1.7
"875","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","CORNCAN","herb",0.6
"876","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","CLINUNI","herb",0.4
"877","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","ANAPMAR","herb",0.45
"878","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","EQUIARV","herb",1.65
"879","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","LILICOL","herb",0.05
"880","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","VERAVIR","herb",0.4
"881","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","STRELAN","herb",0.1
"882","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","OSMOPUR","herb",0.05
"883","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","FRAGVIR","herb",0
"884","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","SILEMEN","herb",0.3
"885","14-4311",2025-08-07,"BC Parks Manning TEM",2019-10-31,"GH EAC MM",49.05761504,-120.726075,1130.973145,"High","HIERALB","herb",0
"886","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","PICEENG","tree",3
"887","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","ABIELAS","tree",34.5
"888","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","ABIEAMA","tree",0.75
"889","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","RUBUPAR","shrub",44
"890","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","VACCMEM","shrub",5.5
"891","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","PAXIMYR","shrub",7
"892","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","RIBELAC","shrub",6.5
"893","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","LONIUTA","shrub",13
"894","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","LONIINV","shrub",1.7
"895","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","SORBSIT","shrub",0.5
"896","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","RHODALB","shrub",4.5
"897","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","VACCSCO","shrub",1
"898","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","SORBSCO","shrub",0.25
"899","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","CHAMANG","herb",3.5
"900","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","STRELAN","herb",14.5
"901","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","THALOCC","herb",14
"902","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","ARNILAT","herb",3
"903","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","VALESIT","herb",29
"904","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","HERAMAX","herb",1
"905","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","VERAVIR","herb",1.5
"906","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","TIARTRI","herb",2
"907","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","ACONCOL","herb",0.5
"908","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","ORTHSEC","herb",0.55
"909","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","TROLALB","herb",0
"910","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","RUBUPED","herb",5
"911","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","GALITRF","herb",1.4
"912","14-4316",2025-08-04,"BC Parks Manning TEM",2019-08-18,"GKH EAC",49.03959,-120.764678,1546.151611,"High","PYROASA","herb",0.85
