"","PlotNumber","ProjectID","Latitude","Longitude","Elevation","Year","SiteSurveyor","Species","Cover","present","Functional_group"
"1036","12-1929","RCOBEC15",49.20005416,-120.9982758,906,2015,"MWR; SCS; HAK","VERAVIR",0,0,"herb"
"1037","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","ABIEAMA",0,0,"tree"
"1038","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","ABIELAS",40,1,"tree"
"1039","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","AMELALN",0,0,"shrub"
"1040","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","ARNILAT",1,1,"herb"
"1041","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","CHAMANG",0,0,"herb"
"1042","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","CHIMUMB",0,0,"shrub"
"1043","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","CLINUNI",0,0,"herb"
"1044","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","CORNCAN",0,0,"herb"
"1045","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","FRAGVIR",0,0,"herb"
"1046","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","GOODOBL",0,0,"herb"
"1047","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","HERAMAX",0,0,"herb"
"1048","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","LINNBOR",0,0,"shrub"
"1049","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","LONIUTA",0,0,"shrub"
"1050","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","LUPIARC",2,1,"herb"
"1051","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","ORTHSEC",0,0,"herb"
"1052","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","PAXIMYR",0,0,"shrub"
"1053","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","PHLODIF",0,0,"herb"
"1054","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","PICEENG",48,1,"tree"
"1055","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","PINUCON",0,0,"tree"
"1056","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","PSEUMEN",0,0,"tree"
"1057","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","PYROASA",0,0,"herb"
"1058","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","RHODALB",0,0,"shrub"
"1059","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","RIBEACE",0,0,"shrub"
"1060","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","RIBELAC",0,0,"shrub"
"1061","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","RUBUPAR",0,0,"shrub"
"1062","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","RUBUPED",0,0,"herb"
"1063","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","SORBSCO",0,0,"shrub"
"1064","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","SORBSIT",0,0,"shrub"
"1065","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","SPIRLUC",0,0,"shrub"
"1066","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","THALOCC",2,1,"herb"
"1067","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","THUJPLI",0,0,"tree"
"1068","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","TIARTRI",0,0,"herb"
"1069","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","TSUGHET",0,0,"tree"
"1070","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","VACCMEM",1,1,"shrub"
"1071","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","VACCSCO",3,1,"shrub"
"1072","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","VALESIT",60,1,"herb"
"1073","12-2000","BC Parks Manning TEM",49.13544082,-120.7637634,1954,2019,"EAC HAK GH","VERAVIR",8,1,"herb"
"1074","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","ABIEAMA",0,0,"tree"
"1075","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","ABIELAS",5,1,"tree"
"1076","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","AMELALN",0,0,"shrub"
"1077","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","ARNILAT",1,1,"herb"
"1078","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","CHAMANG",0,0,"herb"
"1079","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","CHIMUMB",0,0,"shrub"
"1080","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","CLINUNI",5,1,"herb"
"1081","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","CORNCAN",3,1,"herb"
"1082","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","FRAGVIR",0,0,"herb"
"1083","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","GOODOBL",0,0,"herb"
"1084","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","HERAMAX",0.5,1,"herb"
"1085","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","LINNBOR",0,0,"shrub"
"1086","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","LONIUTA",0,0,"shrub"
"1087","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","LUPIARC",0,0,"herb"
"1088","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","ORTHSEC",1,1,"herb"
"1089","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","PAXIMYR",0,0,"shrub"
"1090","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","PHLODIF",0,0,"herb"
"1091","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","PICEENG",54,1,"tree"
"1092","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","PINUCON",0,0,"tree"
"1093","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","PSEUMEN",0,0,"tree"
"1094","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","PYROASA",0.5,1,"herb"
"1095","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","RHODALB",0,0,"shrub"
"1096","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","RIBEACE",0,0,"shrub"
"1097","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","RIBELAC",1,1,"shrub"
"1098","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","RUBUPAR",0,0,"shrub"
"1099","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","RUBUPED",0,0,"herb"
"1100","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","SORBSCO",0,0,"shrub"
"1101","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","SORBSIT",0,0,"shrub"
"1102","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","SPIRLUC",0,0,"shrub"
"1103","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","THALOCC",2,1,"herb"
"1104","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","THUJPLI",0,0,"tree"
"1105","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","TIARTRI",0,0,"herb"
"1106","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","TSUGHET",0,0,"tree"
"1107","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","VACCMEM",0,0,"shrub"
"1108","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","VACCSCO",0,0,"shrub"
"1109","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","VALESIT",0,0,"herb"
"1110","14-4311","BC Parks Manning TEM",49.05760955,-120.7260895,1129,2019,"GH EAC MM","VERAVIR",0,0,"herb"
"1111","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","ABIEAMA",0,0,"tree"
"1112","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","ABIELAS",49,1,"tree"
"1113","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","AMELALN",0,0,"shrub"
"1114","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","ARNILAT",7,1,"herb"
"1115","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","CHAMANG",1,1,"herb"
"1116","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","CHIMUMB",0,0,"shrub"
"1117","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","CLINUNI",0,0,"herb"
"1118","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","CORNCAN",0,0,"herb"
"1119","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","FRAGVIR",0,0,"herb"
"1120","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","GOODOBL",0,0,"herb"
"1121","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","HERAMAX",0.5,1,"herb"
"1122","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","LINNBOR",0,0,"shrub"
"1123","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","LONIUTA",1,1,"shrub"
"1124","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","LUPIARC",0,0,"herb"
"1125","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","ORTHSEC",0,0,"herb"
"1126","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","PAXIMYR",0,0,"shrub"
"1127","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","PHLODIF",0,0,"herb"
"1128","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","PICEENG",17,1,"tree"
"1129","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","PINUCON",0,0,"tree"
"1130","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","PSEUMEN",0,0,"tree"
"1131","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","PYROASA",0,0,"herb"
"1132","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","RHODALB",9,1,"shrub"
"1133","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","RIBEACE",0,0,"shrub"
"1134","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","RIBELAC",4,1,"shrub"
"1135","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","RUBUPAR",2,1,"shrub"
"1136","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","RUBUPED",4,1,"herb"
"1137","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","SORBSCO",0,0,"shrub"
"1138","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","SORBSIT",0,0,"shrub"
"1139","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","SPIRLUC",0,0,"shrub"
"1140","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","THALOCC",4,1,"herb"
"1141","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","THUJPLI",0,0,"tree"
"1142","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","TIARTRI",2,1,"herb"
"1143","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","TSUGHET",0,0,"tree"
"1144","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","VACCMEM",8,1,"shrub"
"1145","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","VACCSCO",0,0,"shrub"
"1146","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","VALESIT",45,1,"herb"
"1147","14-4316","BC Parks Manning TEM",49.03958129,-120.7646866,1558,2019,"GKH EAC","VERAVIR",7,1,"herb"
"1148","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","ABIEAMA",2,1,"tree"
"1149","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","ABIELAS",29,1,"tree"
"1150","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","AMELALN",2,1,"shrub"
"1151","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","ARNILAT",0,0,"herb"
"1152","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","CHAMANG",0,0,"herb"
"1153","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","CHIMUMB",0,0,"shrub"
"1154","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","CLINUNI",0,0,"herb"
"1155","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","CORNCAN",0,0,"herb"
"1156","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","FRAGVIR",0,0,"herb"
"1157","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","GOODOBL",1,1,"herb"
"1158","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","HERAMAX",0,0,"herb"
"1159","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","LINNBOR",0,0,"shrub"
"1160","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","LONIUTA",3,1,"shrub"
"1161","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","LUPIARC",7,1,"herb"
"1162","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","ORTHSEC",4,1,"herb"
"1163","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","PAXIMYR",30,1,"shrub"
"1164","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","PHLODIF",0,0,"herb"
"1165","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","PICEENG",23,1,"tree"
"1166","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","PINUCON",3,1,"tree"
"1167","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","PSEUMEN",25,1,"tree"
"1168","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","PYROASA",0,0,"herb"
"1169","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","RHODALB",5,1,"shrub"
"1170","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","RIBEACE",0,0,"shrub"
"1171","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","RIBELAC",0,0,"shrub"
"1172","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","RUBUPAR",0,0,"shrub"
"1173","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","RUBUPED",0,0,"herb"
"1174","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","SORBSCO",1,1,"shrub"
"1175","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","SORBSIT",0,0,"shrub"
"1176","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","SPIRLUC",3,1,"shrub"
"1177","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","THALOCC",0,0,"herb"
"1178","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","THUJPLI",0,0,"tree"
"1179","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","TIARTRI",0,0,"herb"
"1180","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","TSUGHET",3,1,"tree"
"1181","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","VACCMEM",10,1,"shrub"
"1182","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","VACCSCO",30,1,"shrub"
"1183","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","VALESIT",2,1,"herb"
"1184","14-4317","BC Parks Manning TEM",49.04946899,-120.7647095,1536,2019,"GKH EAC","VERAVIR",0,0,"herb"
"1185","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","ABIEAMA",0,0,"tree"
"1186","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","ABIELAS",0,0,"tree"
"1187","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","AMELALN",0,0,"shrub"
"1188","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","ARNILAT",0,0,"herb"
"1189","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","CHAMANG",0,0,"herb"
"1190","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","CHIMUMB",0,0,"shrub"
"1191","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","CLINUNI",0,0,"herb"
"1192","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","CORNCAN",0,0,"herb"
"1193","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","FRAGVIR",0,0,"herb"
"1194","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","GOODOBL",0,0,"herb"
"1195","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","HERAMAX",0,0,"herb"
"1196","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","LINNBOR",0,0,"shrub"
"1197","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","LONIUTA",0,0,"shrub"
"1198","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","LUPIARC",0,0,"herb"
"1199","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","ORTHSEC",0,0,"herb"
"1200","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","PAXIMYR",0,0,"shrub"
"1201","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","PHLODIF",0.5,1,"herb"
"1202","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","PICEENG",0,0,"tree"
"1203","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","PINUCON",0,0,"tree"
"1204","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","PSEUMEN",0,0,"tree"
"1205","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","PYROASA",0,0,"herb"
"1206","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","RHODALB",0,0,"shrub"
"1207","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","RIBEACE",0,0,"shrub"
"1208","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","RIBELAC",0,0,"shrub"
"1209","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","RUBUPAR",0,0,"shrub"
"1210","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","RUBUPED",0,0,"herb"
"1211","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","SORBSCO",0,0,"shrub"
"1212","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","SORBSIT",0,0,"shrub"
"1213","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","SPIRLUC",0,0,"shrub"
"1214","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","THALOCC",0,0,"herb"
"1215","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","THUJPLI",0,0,"tree"
"1216","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","TIARTRI",0,0,"herb"
"1217","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","TSUGHET",0,0,"tree"
"1218","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","VACCMEM",0,0,"shrub"
"1219","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","VACCSCO",0,0,"shrub"
"1220","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","VALESIT",0,0,"herb"
"1221","14-4320","BC Parks Manning TEM",49.07690048,-120.7710724,1815,2019,"DSF EAC GH","VERAVIR",0,0,"herb"
"1222","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","ABIEAMA",0,0,"tree"
"1223","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","ABIELAS",6,1,"tree"
"1224","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","AMELALN",0,0,"shrub"
"1225","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","ARNILAT",0,0,"herb"
"1226","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","CHAMANG",0,0,"herb"
"1227","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","CHIMUMB",0,0,"shrub"
"1228","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","CLINUNI",0,0,"herb"
"1229","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","CORNCAN",0,0,"herb"
"1230","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","FRAGVIR",0.200000003,1,"herb"
"1231","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","GOODOBL",0,0,"herb"
"1232","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","HERAMAX",0,0,"herb"
"1233","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","LINNBOR",0,0,"shrub"
"1234","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","LONIUTA",0,0,"shrub"
"1235","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","LUPIARC",0.5,1,"herb"
"1236","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","ORTHSEC",0,0,"herb"
"1237","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","PAXIMYR",0.5,1,"shrub"
"1238","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","PHLODIF",5,1,"herb"
"1239","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","PICEENG",0,0,"tree"
"1240","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","PINUCON",0,0,"tree"
"1241","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","PSEUMEN",0,0,"tree"
"1242","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","PYROASA",0,0,"herb"
"1243","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","RHODALB",0,0,"shrub"
"1244","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","RIBEACE",0,0,"shrub"
"1245","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","RIBELAC",0,0,"shrub"
"1246","14-4386","BC Parks Manning TEM",49.10020828,-120.7596817,2009,2019,"WHM EAC RJC BDH","RUBUPAR",0,0,"shrub"
