"","PlotNumber","ProjectID","Elevation","Year","SiteSurveyor","RelocationConfidence","Species","2019Plot","ErrorPlot","Cover","present"
"479","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","LINNBOR",NA,NA,0,0
"480","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","LONIUTA","N","N",2.5,1
"481","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","LUPIARC","N","N",1.1,1
"482","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","ORTHSEC","N","N",0.225,1
"483","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","PAXIMYR","N","N",14,1
"484","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","PHLODIF",NA,NA,0,0
"485","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","PICEENE","N","N",12.375,1
"486","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","PINUCON","N","N",4,1
"487","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","PSEUMEN",NA,NA,0,0
"488","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","PYROASA",NA,NA,0,0
"489","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","RHODALB","N","N",1.75,1
"490","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","RIBEACE",NA,NA,0,0
"491","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","RIBELAC",NA,NA,0,0
"492","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","RUBUPAR","N","N",0.075,1
"493","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","RUBUPED","N","N",0.125,1
"494","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","SORBSCO","N","N",0.3,1
"495","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","SORBSIT",NA,NA,0,0
"496","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","SPIRLUC","N","N",3.25,1
"497","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","THALOCC",NA,NA,0,0
"498","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","THUJPLI","N","N",0.25,1
"499","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","TIARTRI",NA,NA,0,0
"500","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","TSUGHET","N","N",2.75,1
"501","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","VACCMEM","N","N",12.5,1
"502","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","VACCSCO","N","N",17.75,1
"503","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","VALESIT",NA,NA,0,0
"504","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","VERAVIR",NA,NA,0,0
"505","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","ABIEAMA",NA,NA,0,0
"506","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","ABIELAS","N","N",15.1,1
"507","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","AMELALN","N","N",12.5,1
"508","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","ARNILAT",NA,NA,0,0
"509","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","CHAMANG",NA,NA,0,0
"510","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","CHIMUMB",NA,NA,0,0
"511","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","CLINUNI",NA,NA,0,0
"512","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","CORNCAN",NA,NA,0,0
"513","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","GOODOBL",NA,NA,0,0
"514","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","HERAMAX",NA,NA,0,0
"515","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","LINNBOR",NA,NA,0,0
"516","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","LONIUTA","N","N",3,1
"517","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","LUPIARC","N","N",0.2,1
"518","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","ORTHSEC",NA,NA,0,0
"519","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","PAXIMYR","N","N",16,1
"520","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","PHLODIF","N","N",2.125,1
"521","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","PICEENE",NA,NA,0,0
"522","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","PINUCON","N","N",0.25,1
"523","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","PSEUMEN","N","N",0.125,1
"524","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","PYROASA",NA,NA,0,0
"525","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","RHODALB",NA,NA,0,0
"526","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","RIBEACE",NA,NA,0,0
"527","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","RIBELAC","N","N",0.5,1
"528","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","RUBUPAR",NA,NA,0,0
"529","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","RUBUPED",NA,NA,0,0
"530","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","SORBSCO","N","N",3.625,1
"531","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","SORBSIT",NA,NA,0,0
"532","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","SPIRLUC","N","N",3.75,1
"533","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","THALOCC",NA,NA,0,0
"534","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","THUJPLI",NA,NA,0,0
"535","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","TIARTRI",NA,NA,0,0
"536","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","TSUGHET",NA,NA,0,0
"537","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","VACCMEM","N","N",1.25,1
"538","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","VACCSCO","N","N",10,1
"539","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","VALESIT",NA,NA,0,0
"540","00NCe92","NCBG_ESSFplots",1591.405518,2025,"jpstamp","Med","VERAVIR",NA,NA,0,0
"541","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","ABIEAMA","N","N",3.25,1
"542","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","ABIELAS","N","N",19,1
"543","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","AMELALN",NA,NA,0,0
"544","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","ARNILAT","N","N",1.325,1
"545","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","CHAMANG","N","N",0.3,1
"546","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","CHIMUMB",NA,NA,0,0
"547","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","CLINUNI",NA,NA,0,0
"548","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","CORNCAN",NA,NA,0,0
"549","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","GOODOBL",NA,NA,0,0
"550","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","HERAMAX","N","N",6,1
"551","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","LINNBOR",NA,NA,0,0
"552","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","LONIUTA",NA,NA,0,0
"553","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","LUPIARC","N","N",0.025,1
"554","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","ORTHSEC","N","N",0.35,1
"555","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","PAXIMYR","N","N",0.5,1
"556","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","PHLODIF",NA,NA,0,0
"557","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","PICEENE","N","N",8,1
"558","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","PINUCON",NA,NA,0,0
"559","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","PSEUMEN",NA,NA,0,0
"560","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","PYROASA","N","N",0.025,1
"561","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","RHODALB","N","N",7.5,1
"562","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","RIBEACE","N","N",3.35,1
"563","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","RIBELAC","N","N",3,1
"564","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","RUBUPAR",NA,NA,0,0
"565","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","RUBUPED","N","N",3.5,1
"566","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","SORBSCO","N","N",0.05,1
"567","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","SORBSIT","N","N",3.05,1
"568","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","SPIRLUC",NA,NA,0,0
"569","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","THALOCC","N","N",1.325,1
"570","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","THUJPLI",NA,NA,0,0
"571","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","TIARTRI","N","N",2.2,1
"572","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","TSUGHET",NA,NA,0,0
"573","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","VACCMEM","N","N",14.25,1
"574","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","VACCSCO","N","N",1.25,1
"575","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","VALESIT","N","N",10.75,1
"576","00NCe93","NCBG_ESSFplots",1521.86377,2025,"jpstamp","High","VERAVIR","N","N",9,1
"577","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","ABIEAMA",NA,NA,0,0
"578","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","ABIELAS","N","N",27,1
"579","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","AMELALN",NA,NA,0,0
"580","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","ARNILAT","N","N",3.75,1
"581","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","CHAMANG","N","N",1.425,1
"582","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","CHIMUMB",NA,NA,0,0
"583","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","CLINUNI",NA,NA,0,0
"584","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","CORNCAN",NA,NA,0,0
"585","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","GOODOBL","N","N",0.15,1
"586","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","HERAMAX","N","N",0.25,1
"587","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","LINNBOR",NA,NA,0,0
"588","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","LONIUTA","N","N",2.25,1
"589","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","LUPIARC","N","N",0.4,1
"590","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","ORTHSEC","N","N",1.575,1
"591","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","PAXIMYR","N","N",1.35,1
"592","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","PHLODIF",NA,NA,0,0
"593","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","PICEENE","N","N",46,1
"594","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","PINUCON","N","N",1.5,1
"595","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","PSEUMEN",NA,NA,0,0
"596","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","PYROASA","N","N",0.275,1
"597","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","RHODALB","N","N",5.75,1
"598","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","RIBEACE",NA,NA,0,0
"599","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","RIBELAC","N","N",4.75,1
"600","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","RUBUPAR",NA,NA,0,0
"601","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","RUBUPED","N","N",8.5,1
"602","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","SORBSCO",NA,NA,0,0
"603","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","SORBSIT","N","N",0.175,1
"604","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","SPIRLUC","N","N",0.25,1
"605","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","THALOCC","N","N",5,1
"606","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","THUJPLI",NA,NA,0,0
"607","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","TIARTRI","N","N",0.675,1
"608","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","TSUGHET","N","N",0.05,1
"609","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","VACCMEM","N","N",1.2,1
"610","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","VACCSCO","N","N",3.4,1
"611","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","VALESIT","N","N",14.75,1
"612","00NCe94","NCBG_ESSFplots",1412.704102,2025,"jpstamp","Med","VERAVIR",NA,NA,0,0
"613","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","ABIEAMA",NA,NA,0,0
"614","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","ABIELAS","N","N",6.1,1
"615","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","AMELALN",NA,NA,0,0
"616","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","ARNILAT","N","N",3,1
"617","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","CHAMANG",NA,NA,0,0
"618","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","CHIMUMB","N","N",0.05,1
"619","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","CLINUNI","N","N",2.525,1
"620","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","CORNCAN","N","N",0.925,1
"621","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","GOODOBL","N","N",0.375,1
"622","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","HERAMAX",NA,NA,0,0
"623","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","LINNBOR",NA,NA,0,0
"624","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","LONIUTA","N","N",0.325,1
"625","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","LUPIARC",NA,NA,0,0
"626","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","ORTHSEC","N","N",3.25,1
"627","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","PAXIMYR","N","N",12.75,1
"628","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","PHLODIF",NA,NA,0,0
"629","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","PICEENE","N","N",23.25,1
"630","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","PINUCON",NA,NA,0,0
"631","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","PSEUMEN",NA,NA,0,0
"632","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","PYROASA","N","N",1.7,1
"633","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","RHODALB","N","N",2.15,1
"634","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","RIBEACE",NA,NA,0,0
"635","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","RIBELAC","N","N",0.55,1
"636","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","RUBUPAR",NA,NA,0,0
"637","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","RUBUPED","N","N",1.6,1
"638","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","SORBSCO","N","N",0.375,1
"639","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","SORBSIT",NA,NA,0,0
"640","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","SPIRLUC","N","N",0.3,1
"641","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","THALOCC","N","N",0.1,1
"642","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","THUJPLI",NA,NA,0,0
"643","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","TIARTRI","N","N",0.775,1
"644","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","TSUGHET",NA,NA,0,0
"645","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","VACCMEM","N","N",6,1
"646","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","VACCSCO","N","N",1.45,1
"647","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","VALESIT","N","N",2.25,1
"648","00NCe95","NCBG_ESSFplots",1408.897095,2025,"jpstamp","Med-High","VERAVIR",NA,NA,0,0
"649","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","ABIEAMA",NA,NA,0,0
"650","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","ABIELAS","Y","N",8.5,1
"651","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","AMELALN",NA,NA,0,0
"652","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","ARNILAT",NA,NA,0,0
"653","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","CHAMANG",NA,NA,0,0
"654","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","CHIMUMB",NA,NA,0,0
"655","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","CLINUNI",NA,NA,0,0
"656","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","CORNCAN",NA,NA,0,0
"657","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","GOODOBL",NA,NA,0,0
"658","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","HERAMAX",NA,NA,0,0
"659","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","LINNBOR",NA,NA,0,0
"660","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","LONIUTA",NA,NA,0,0
"661","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","LUPIARC","Y","N",5,1
"662","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","ORTHSEC",NA,NA,0,0
"663","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","PAXIMYR",NA,NA,0,0
"664","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","PHLODIF","Y","N",0.05,1
"665","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","PICEENE","Y","N",5.5,1
"666","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","PINUCON",NA,NA,0,0
"667","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","PSEUMEN",NA,NA,0,0
"668","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","PYROASA",NA,NA,0,0
"669","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","RHODALB",NA,NA,0,0
"670","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","RIBEACE",NA,NA,0,0
"671","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","RIBELAC",NA,NA,0,0
"672","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","RUBUPAR",NA,NA,0,0
"673","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","RUBUPED",NA,NA,0,0
"674","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","SORBSCO",NA,NA,0,0
"675","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","SORBSIT",NA,NA,0,0
"676","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","SPIRLUC",NA,NA,0,0
"677","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","THALOCC",NA,NA,0,0
"678","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","THUJPLI",NA,NA,0,0
"679","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","TIARTRI",NA,NA,0,0
"680","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","TSUGHET",NA,NA,0,0
"681","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","VACCMEM","Y","N",0,1
"682","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","VACCSCO","Y","N",10,1
"683","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","VALESIT",NA,NA,0,0
"684","02-3085","BC Parks Manning TEM",2038.597534,2025,"HAK EAC","High","VERAVIR",NA,NA,0,0
"685","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","ABIEAMA",NA,NA,0,0
"686","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","ABIELAS","Y","N",2,1
"687","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","AMELALN",NA,NA,0,0
"688","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","ARNILAT","Y","N",1,1
"689","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","CHAMANG",NA,NA,0,0
"690","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","CHIMUMB",NA,NA,0,0
"691","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","CLINUNI",NA,NA,0,0
"692","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","CORNCAN",NA,NA,0,0
"693","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","GOODOBL",NA,NA,0,0
"694","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","HERAMAX",NA,NA,0,0
"695","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","LINNBOR",NA,NA,0,0
"696","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","LONIUTA",NA,NA,0,0
"697","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","LUPIARC","Y","N",0.25,1
"698","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","ORTHSEC",NA,NA,0,0
"699","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","PAXIMYR",NA,NA,0,0
"700","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","PHLODIF",NA,NA,0,0
"701","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","PICEENE",NA,NA,0,0
"702","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","PINUCON",NA,NA,0,0
"703","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","PSEUMEN",NA,NA,0,0
"704","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","PYROASA",NA,NA,0,0
"705","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","RHODALB",NA,NA,0,0
"706","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","RIBEACE",NA,NA,0,0
"707","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","RIBELAC",NA,NA,0,0
"708","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","RUBUPAR",NA,NA,0,0
"709","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","RUBUPED",NA,NA,0,0
"710","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","SORBSCO",NA,NA,0,0
"711","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","SORBSIT",NA,NA,0,0
"712","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","SPIRLUC",NA,NA,0,0
"713","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","THALOCC",NA,NA,0,0
"714","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","THUJPLI",NA,NA,0,0
"715","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","TIARTRI",NA,NA,0,0
"716","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","TSUGHET",NA,NA,0,0
"717","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","VACCMEM",NA,NA,0,0
"718","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","VACCSCO","Y","N",7.9,1
"719","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","VALESIT",NA,NA,0,0
"720","02-3089","BC Parks Manning TEM",2130.962158,2025,"HAK EAC GH","High","VERAVIR",NA,NA,0,0
"721","114791","Alpine2007_BEC",2194.082031,2025,"whm","High","ABIEAMA",NA,NA,0,0
